clean_news,label_encoded
"sensex recovered by nearly 593 points due to strong macro data and value buying shriram finance, bel, and rites showed mixed performances with slight movements",1
"jaguar land rover halts us vehicle shipments due to new tariffs, impacting global automotive supply chains yes bank sees key executive resignations, potentially leading to senior management reshuffle",0
"tata motors and mahindra mahindra have overtaken hyundai and kia in the indian market, selling 11 million vehicles in fy25 the success is attributed to strategic model launches and smart positioning, leveraging nationalistic sentiments and handling supply chain challenges",2
tata motors is holding a meeting to approve a composite scheme of arrangement the meeting will be conducted via video conferencing as per nclt orders,1
"tata offers discounts up to rs 171 lakh on 2024 model evs to attract more customers discounts apply to curvv, nexonev, and tiago models with varying battery options",1
"coal indias valuations are 3540 below their peak power demand rose 4 yoy in aug 2025 power grid, cesc benefit",1
"coal india priced at 37765 on sep 1, gained 077 but underperformed its sector despite annual decline, strong fundamentals and institutional confidence may stabilize price",1
coal indias production rose 94 yoy to 504 mt in august offtake increased 76 yoy to 567 mt from 527 mt,2
"coal india ltd released provisional production data for august 2025 the update covers apraug 2025 performance, including subsidiaries, for transparency",1
coal india faces penalties for noncompliance with sebi regulations,0
coal india faces a 6 production drop due to rains and land issues this historic slump is expected to persist for another month,0
"coal india plans roadshows for ipos of subsidiaries bbcl cmpdi, aiming to sell 5371 crore shares cil targets 875 mt production, explores critical minerals, inks mous for domestic global acquisitions",1
"coal india ltd held its 51st agm, addressing 18 proposals including financial statements, dividends, and director appointments cil emphasized coals role in indias energy security, achieving 7811 mt production in fy2425, meeting 932 of its target",2
"coal india gains after signing mou with madhya pradesh govt for mineral exploration q1 fy26 results show 20 drop in net profit, 4 fall in net sales yoy",1
coal india ltd signed an mou with konkan railway for rail infrastructure development the nonbinding mou was executed on 18082025 in kolkata for cil and its subsidiaries,1
coal india advances production and evacuation plans despite weak q1fy26 demand the efforts are part of its ongoing capital expenditure programme for fy26,1
"apollo hospitals, power grid, coal india, hal to turn exdividend next week record dates set for dividend eligibility markets end positive after sixweek loss healthcare, psu banks outperform indias credit rating upgrade boosts sentiment",1
cil allows power plants to sell surplus electricity in open market from august 1 under updated shakti scheme policy includes all power generators with fsas aims to boost coal demand and stabilize spot electricity prices,2
coal india allows power units under the fuel supply agreement to sell electricity in the open market,1
"coal india approves sale of surplus thermal power via exchanges from aug 2025 policy covers all fuel supply agreements, aiming to manage surplus and ensure affordability",2
coal india allows utilities to sell power from longterm fuel linkage contracts on exchanges this aims to sustain coal demand amid reduced fresh purchases and falling coal power use,1
indian power plants reduce coal india purchases as coal use declines coal for power generation fell for a fourth consecutive month despite demand,0
"coal india targets 900mn tonnes supply for fy26, up 18, focusing on domestic power demand and reducing coal imports cil allocates ine160bn for fy26, focusing on coal beneficiation, gasification, logistics, and cleaner technologies to enhance efficiency",2
"coal india, bombay dyeing, blue dart, and others go exdividend on aug 6 18 firms, including kirloskar industries, offer dividends focus on shareholder rewards",1
"britannia, coal india, hindalco, iocl, and others to trade exdividend this week exdividend dates range from aug 48 dividends paid post record date to shareholders",1
"stocks to watch include coal india, tata motors, lt, itc, lic housing finance, and pc jeweller bajaj auto, ashok leyland, suzlon, and mahindra report growth, while tata motors and abb india see declines",1
coal india reports a 155 decline in july production yoy sales dropped 113 year over year for the same period,0
"coal india released provisional production and offtake data for jul 2025 and aprjul 2025 data includes coal india and subsidiaries, disclosed per sebi regulations",1
"92 stocks, including britannia and coal india, announce dividends next week other notable names include gail, deepak nitrite, and tips music",1
"coal india posts a weak quarter with declining offtake, margins longterm growth drivers for coal india remain strong",1
coal indias q1 poll highlights volume outlook and fsa pricing trends key factors to monitor include performance metrics and market dynamics,1
coal indias q1 profit drops 20 yoy but beats estimates the company declares an interim dividend,1
"coal india reported q1 fy26 results production at 19104 mt, down yoy mous signed with hindustan copper, uprvunl renewable energy projects underway",0
"coal india ltds q1 fy2526 results show a 20 yoy drop in pat to 8,734 crore net sales fell 39 yoy to 31,880 crore, while ebitda margin declined to 41 from 47",0
"coal india reported q1 fy25 income at 37,4581 crore, unaudited declared 55share 1st interim dividend itc at 17,5329 crore, nonrefundable",2
"coal india to release q1 results today key focus on fy26 volume projections investors to watch price increases, eauction outlook, cash balance, and capex plans",1
"over 50 major companies, including itc, indusind bank, bel, and swiggy, will announce q1 earnings this week key sectors include banking, fmcg, energy, auto, and pharma, with notable results from nifty 50 constituents",1
"coal india underperformed its sector, with a 206 decline this year it holds a market cap of rs 2,38,8365 crore, pe 68, and 68 dividend yield",0
"asian paints, dixon tech, vishal mega mart were top mutual fund buys in june 2025 tcs and coal india faced sharp selloffs by fund managers during the month",0
